,강의아이디,유저아이디,강의만족도,학습량,난이도,강의력,성취감,강의평
330,138,야무진,5,2,2,5,5,"23년도 2학기 수업을 마지막으로 교수님께서 학교를 떠나십니다.
학우들에게 이 글이 도움이 되지는 못할 수 있지만 너무 훌륭하신 교수님의 수업을 이렇게나마 남기고 싶어 글을 씁니다.

우선, 교수님에 대해 말씀드리자면, 정말 사랑스러운 분이셨습니다.
아침 수업임에도 항상 밝게 인사를 해주시며 학생들의 컨디션을 물어보셨습니다.

수업의 경우 우선, 학생들의 부담을 줄여주시기 위해 과제 및 발표 스케줄을 유연하게 짜서 안내해주십니다.
학생들이 추후 과제나 발표 등으로 혼란을 겪는 상황을 미연에 방지하는 차원에서 강의계획서만으로 2주정도 수업을 진행하십니다. 

과제 또한 수업 시간에 할 수 있는 시간을 주시기도 하시고 질문을 받는 걸 굉장히 좋아하셨습니다.
학생들의 학습 어려움을 해결해주시기 위해 노력을 정말 많이 하시는 분이었죠.

과제와 발표 가이드라인도 꼼꼼하고 친절하게 설명해주십니다.
수업이 정말 알찼고 부담없이 들을 수 있었습니다."
331,138,ttty,5,1,1,5,5,"goat 초잉의 어머니
이제 한국을 떠나신다고 들어서 클루평이 필요가 없겠지만.. 최고셨습니다"
332,139,c39zsdjh3,4,2,1,2,2,굉장히 호불호가 많이 갈릴만한 교수님이다. 엄청 게을러서 과제 제출창을 자꾸 안만들어서 기한이 자주 늘어나고 수업도 자주 빠진다.  하는말을 잘 안지켜서 성실한 사람은 스트레스를 받을 수 있다.
333,139,예이예후이,5,3,2,3,3,"꿀강입니다!
필수과목에서 좋은 학점 따고 싶다하면 이거 들으시는거 추천드립니다. 학습량은 적고 학점은 잘 나오고~"
334,139,aeternalis,4,1,1,4,1,"교수님께선 대문자PPPP십니다. 
과제를 내 주시고도 까먹으시는 것 같고.. 분명 이때까지 블보에 내라고 하셨는데 제출창을 안 만드시는 일이 잦습니다..
하지만 중간중간 개인적인 사정으로 휴강도 꽤 때리셔서 전 너무 행복했습니다. 학점도 잘 주시고요!
날먹하고 싶으시면 이 교수님 들으세용"
335,139,교수님수업끝내주세요,4,1,2,1,1,그냥저냥 괜찮은 강의였습니다. 초잉인 만큼 크게 부담되는 것도 없었고 교수님이 과제 제출창을 까먹으실 때가 많아서 가끔 꿀을 빨았습니다.
336,139,멀리든언제든지달려와,1,4,2,1,1,"최악입니다. 일단 거의 매번 과제 제출창을 안열어주시거나 과제에 필요한 강의자료를 제때 안올려주십니다. 또한 정확한 평가 기준이 제시되지 않습니다. 초잉임에도 불구하고 학생들에게 요구하는 점이 많습니다. 질문이 있으면 메일을 보내라고 하시지만, 이 또한 안읽으십니다. 매번 눈에 띄게 발표를 하지 않으면 A+는 물건너갔다고 생각하시면 됩니다."
337,139,Rlaehddud,5,3,3,4,3,"유고결석 상관없이 4번이상 빠지면 비쁠이상 못받으니 참고하세요! 중간고사는 에세이, 기말고사는 발표로 진행됩니다 발표는 스크립트를 거의 외워야 합니다 갑작스럽게 휴강을 하시거나 과제창을 만들지 않으셔서 난감할 때가 좀 있었습니다.."
338,139,밍구리,3,2,3,2,1,"음... 이것저것 시키시는 게 많은데, 자주 깜빡하셔서 저도 제가 뭘 했는지 안했는지 잘 모르겠어요. 마지막 발표 과제는 너무 스트레스 받았지만 그래도 최악의 성적은 안 주셨습니다."
339,140,wkddngus,4,5,2,4,2,"학점을 제 예상보다 너무 잘 주셔서 놀랐습니다 출석 몇 번 빠지고 과제를 자주 매우 늦게 제출했는데도 에쁠을 받았습니다 교수님 성격이 보기와는 달리 조금 덜렁이(?)셔서 과제 공지 같은 것을 까먹은 적이 매우 많습니다 ㅎㅎ,,, 그리고 늦게라도 모든 과제를 내는 것이 좀 중요한 것 같아요 교수님이 굉장히 유쾌하시고 재밌게 수업을 진행하셔서 추천하는 편입니다! 하지만 역시 1학점인 것에 비해 과제가 너무 많아 시간 투자가 많이 필요한 것이 단점입니다(대부분의 아잉 초잉이 그렇지만) 따라서 완전 유명한 1티어 교수님들을 제외한다면, 이 교수님 수업을 무조건 담는 것을 추천드립니다!!"
340,140,응애호랑이,3,4,3,3,3,1학점치고는 과제가 생각보다 많습니다. 발표점수가 있는데 매번 시작하기 전에 영상이나 사진을 보고 자신이 느낌점을 발표하면 발표점수를 주십니다. 기말고사가 있고 온라인으로 시험을 봅니다. 기말고사 난이도는 쉬운편이지만 20분에 20문제를 풀어야 하기 때문에 오픈북으로 하려고 하면 시간이 부족해서 다 못 풉니다.
341,140,ksa,4,3,2,3,3,"전반적으로 봤을 때 나쁘진 않습니다. 다만, 교수님이 내주신 과제를 종종 까먹으셔서 과제창이 안 뜰 때가 있습니다. 계획 틀어지는 거 싫어하시는 분들한테는 비추천하고, 저같은 경우 딱히 신경 쓰지 않는 편이라 힘들진 않았던 것 같습니다. 약간 꿀강 느낌이 나는 수업입니다. 스피킹 하는 거 많고 항상 팀원들이랑 토론하고 발표하니까 스피킹 부담스러우신 분들은 피하시는 게 좋을 듯 합니다. 그렇다고 해서 높은 수준의 스피치를 요구하시는 것은 아닙니다. 그냥 적극적으로 수업에 참여하는 것을 유도하시는 것이니 내가 어느정도 영어에 자신감 있다 하면 듣는 것도 나쁘지 않을 것 같습니다."
342,140,마찡가2,5,5,5,5,5,"교수님이 하는 말들을 다 믿으실 필요는 없습니다.
강의계획서에 있는 평가요소에만 집중을 하시고 임하세요. 출석+중간 기말 컨텐츠, 그리고 태도(발표나 수업듣는 자세)가 중요한 것 같아요"
343,140,김도엽,4,2,1,4,3,"수업시간: 50분 맞춰서 끝내주심

학점: 나름 잘 주시는듯. 에쁠 받고 싶으면 매번 발표하고 과제 가이드라인 준수 잘할것.

과제: 편지쓰기, 설득하는 글쓰기, 자기소개발표, 본 발표 등등 심심할 틈 안줌

출석: 매번함

시험: 기말고사때 비대면 퀴즈 1번. 그동안 배웠던 ppt에서 다 나옴

기타: 핸드폰 쓰는거 싫어하시니 사용하지 말 것, mbti p라서 무슨일이 일어날지 예측불가"
344,141,핑퐁핑,5,3,2,2,2,매 수업마다 참여하면 참여 점수 받으실 수 있습니다. 저는 참여를 한번도 한 적이 없는데 그래도 생각보다 좋은 학점 받아 만족합니다. 초잉을 쉽게 해결하기에 딱 좋은 교수님이십니다. 다만 약속을 잘 지키지 않으실 때도 있으니 마음을 여유롭게 가지세요
345,141,오즈아빠,5,4,3,4,5,초급반이라 그런지 마지막 PPT 발표 빼고는 과제 부담량이 적은 편이었던 것 같습니다. 교수님이 그룹 활동을 좋아하시는 것 같습니다. 수업 내용은 그다지 어려운 편은 아닙니다. 생각보다 꿀강이었던 것 같습니다.
346,141,dd2,5,2,2,4,5,"아주아주 강추하는 초잉 강의입니다. 교수님께서 굉장히 열정적으로 학생들의 영어실력을 향상시켜주시려 노력하시는 것 같습니다. 수업 참여도를 괴장히 중요시 생각하시며, 발표에 대한 가산점이 후하십니다. 근데 저는 발표를 거의 하지 않았는데도 에이쁠을 받은 것을 보면 발표도 발표지만 수업 전반에 대한 참여도를 중시하시는 것 같습니다. 중간 대체 에세이와 기말 대체 스피치, 마무리 지필평가로 이루어져 다소 번거로울 순 있지만, 잘만 해낸다면 좋은 성적 거두실 수 있을겁니다."
347,141,꿀강을찾자좀,5,3,2,3,3,"학점: 초잉 중 GOAT. 에쁠 정말 잘 주신다.
과제: 자잘한 과제가 꽤 있지만 난이도는 어렵지 않다. 그러나 과제 제출 기한이 의미없다고 보면 된다. (어쩔 땐 제출창을 아예 안올리실 때도 있음)
출석: 매번 부르신다. 그런거치고 이름은 꽤 못 외우신다.
강의: 재밌는 활동을 많이 하신다. 특히 조별 활동을 매우 중요하게 보셔서 매번 토론이 있다. 덕분에 조원들이랑은 쉽게 친해질 수 있다. 자리는 앉고 싶은 곳에 앉으면 된다. 물론 팀플 과제나 시험은 따로 없어서 좋다."
348,141,무슨자신감,3,3,1,3,2,"학점: 매우 잘주심. 학점 미화 하나로 들을 가치가 있다고 생각합니다. 
강의력: 알려주시는게 많지는 않으심. 조별활동 위주로 진행됨
난이도: 초잉 수준에 맞게 쉽게쉽게 따라갈 수 있음
과제: 과제는 꽤 많은 편이지만 깐깐하게 보시지는 않음."
349,142,딸기꿀딴지,3,5,4,4,3,"1학기에 이 교수님 아잉1을 듣고 수강했는데, 아잉1에 비해서 과제의 양이 너무 많아졌습니다. 중간고사 대체는 설득하는 글쓰기였고, 기말고사 대체는 프리젠테이션과 파이널퀴즈였고 그 외에도 틈틈이 내주시는 과제가 좀 있었습니다. 다른 교수님 강의에 비해서는 어떤지 모르겠으나 이전에 이 교수님의 강의 정도의 양을 생각하신다면 그보다는 훨씬 많을 겁니다."
350,142,바둑돌,5,5,2,5,5,"다른 초잉 교수님에 비해 하는것도 많고 깐깐하시긴하지만 그만큼 얻어가는게 많은 강의.
학점도 잘 주심. 학점 미화 가능
분반 잘 만나면 다같이 열심히 참여하는 분위기에서 성장하는 기분임
먼저 나서서 발표하고 질문하고 이야기하는거 꺼려하시는 분이.. 그냥 다같이 안하는 분위기의 분반 걸리면 학점도 잘 안나올 수도"
351,142,수강생들의안락사,3,4,5,2,2,"과제 거의 항상 있는 ㅅㄲ... 근데 자기가 과제제출창 안 만드는 ㅅㄲ.... 그래서 과제제출일 미루는 ㅅㄲ....
근데 생각보다 학점 잘 준 ㅅㄲ.... 그렇다고 다시 들을 거냐 하면 안 들을 ㅅㄲ...."
352,142,대홍단감자,5,1,1,1,1,"초잉에서 A+을 받을수 잇다는걸 알게 된 과목
심지어 개날먹입니다.

가끔 과제가 나오고, 중간고사 에세이 쓰기, 기말고사 발표, 종강 후 퀴즈가 있습니다
수업시간에 발표점수도 중요하고, 출석점수도 있습니다.

저는 두번 무단결석 하고, 과제도 늦제출 엄청하고, 에세이도 대충써가고
발표도 다른 사람들에 비해 너무 쉬운 주제로 가져갔습니다
수업시간에 발표도 안하고 그냥 거의 50분 앉아있다 오는 날이 대부분이여서 B+ 받으면 만족이였는데

A+ 받았습니다. 어디서 점수를 많이 받은건지는 모르겠지만
정말 날먹 교수님입니다.

심지어 교수님이 아프시면 휴강하셔서 수업도 세번인가 휴강되고 재미있게 놀았습니다.
강추드립니다 하지만 교수님 수업시간에 딴짓할수는 없습니다."
353,142,J_U_N,4,2,1,3,2,"수업 전반부에는 라이팅을, 수업 후반부에는 스피킹을 합니다. 하라는 건 에세이 쓰기, 자기소개 발표, 짧은 분량의 발표준비, 마지막 퀴즈 등이 있었습니다. 할 것은 많지만 수업 항상 출석하고 성실하게만 한다면 점수가 잘 나오는 거 같습니다.."
354,142,용융양,4,4,3,4,4,"학점 꽤 잘 주십니다. 학생 참여형 강의를 지향하시는 듯 합니다. 수업 중간중간 질문에 대한 꾸준한 발표를 통해 점수 쌓기와 기말평가인 발표, 잘 준비하면 생각보다 좋은 학점 받아가실 수 있습니다. 단점은 출석을 매번 부르십니다."
355,142,니똥무지개똥,4,5,5,4,5,"1학기때에 비해서 2학기때 정말정말 할게 많았지만, 교수님의 그 속터지는 성격은 안바뀌심.
금요일까지 제출인 과제의 제출창을 2일 뒤인 일요일에 연다거나 등등,,, 정말 이 악물고 수업 끝에 남아서 질문하고 누가봐도 오바할 정도로 열심히 한다 하면 초잉임에도 에이쁠 받을 수 있음.하지만, 1학점을 이만큼 해야하는지는 의문임"
356,142,모자를쓴인간,3,5,4,3,4,시키는 게 진짜 많긴 해요 빡셌습니다. 수업 참여를 활발히 하는 것을 적극적으로 요구하십니다. 매번 출석하며 항상 열심히 참여했더니 학점은 A+받아서 만족합니다. 하나 덧붙여 말하자면 과제제출창을 자주 까먹으십니다.. 뭐 그덕에 제출 마감기한이 늘어나긴 하지만 학생입장에선 좀 당황스럽긴 합니다..ㅋㅋ
357,144,자전,5,1,2,5,5,"비쁠폭격기 호주 정통영어 듀크 교수님의 초잉 수업.

4번까지 결석 허용

중간고사 대체 과제 : 간단한 에세이 작성

중간고사 : 교수님이 말씀하시는 에세이 듣고 요약해서 하나의 에세이 제출하기

기말고사 : 전공과 관련 있는 주제 선택하여 발표, 암기 안해도 종이 보고 읽어도 됨

한 학기동안 너무 편했습니다. 다만 A0 이상 받으려면 다른 교수님 추천합니다!"
358,144,꿈을꾸는문어,3,1,2,4,3,"그냥 초잉입니다.
수업 무난하고 어려운거 요구하지 않습니다.
근데 성실하게 참여한 것 치고는 학점이 덜나왔네요.
중간 기말 전부 보고, 매일 출석 부르십니다.
교수님은 상냥하고 좋으신 분입니다."
359,144,hfdasiofh,5,1,2,4,2,과제 거의 없다고 보면 됩니다. 본인 교재도 따로 만드셔서 커리큘럼도 잘 짜여있어요. 초잉 특성상 A+은 어려울 수 있어도 제대로만 하면 학점 잘 주십니다.
360,144,푸쉬프레스장인,4,3,2,3,3,"중간고사는 에세이로 대체였고, 기말고사는 스피치 대본을 작성해 와서 교수님 앞에서 실제로 발표해보는 과제였습니다. 수시 과제는 따로 없었던 것으로 기억합니다. 교수님 상당히 젠틀하시고 학생들 편의를 봐주려 노력하십니다. 학점도 한 만큼은 주시는 것 같습니다."
361,144,bbbbp,4,1,2,4,3,"교수님이 학생들 이름 하나하나 다 외우시고 친절하십니다.  숙제는 거의 없고 대부분 수업 시간 안에 모든 걸 다 끝낸다고 생각하시면 돼요. 단점은 그래서 수업이 항상 5분 10분정도 늦게 끝납니다.. 교수님은 열정이 넘치셔서 열심히 가르치시고 학생들한테 맞춰서 수업해주시려고 노력합니다.
중간고사는 에세이 쓰는 걸로 대체됐는데 영단어 어려운 거 사용해서 쓰면 점수 잘 주세요. 
저는 출석을 7-8번정도 빠졌는데,, 출석 점수 감점은 크게 없는 것 같습니다
수업을 위해 딱히 추가적으로 공부하거나 시간 쓴 것도 없기도 하고 출석도 많이 빠져서 저는 제 학점에 만족합니다.
학점은 그냥 해야할거만 다 하면 잘 주시는 것 같아요."
